Idade,Faixa de idade,Genero,Cor/Raça/Etnia,PDC,Estado_onde_mora,Uf,Regiao_onde_mora,Mudou_de_estado,Regiao_de_Origem,Nivel_de_Ensino,Area_de_Formacao,Situacao_atual_de_trabalho,Setor,Num_func_empresa_que_trabalha,Cargo_Atual,Nível,Faixa_Salarial,Salario_Minimo,Salario_Maximo,Salario_Medio,Tempo_de_experiencia_na_area_de_dados,Atual_forma_de_trabalho,Papeis/cargos_do_time/chapter_de_dados,Analytics_Engineer,Engenharia_de_Dados/Data_Engineer,Analista_de_Dados/Data_Analyst,Cientista_de_Dados/Data_Scientist,Database_Administrator/DBA,Analista_de_Business_Intelligence/BI,Arquiteto_de_Dados/Data_Architect,Data_Product_Manager/DPM,Business_Analyst,SQL,R,Python,C/C++/C#,NET,Java,Julia,SAS/Stata,Visual Basic/VBA,Scala,Matlab,Rust,PHP,JavaScript,Não utilizo nenhuma linguagem,Azure (Microsoft),Amazon Web Services (AWS),Google Cloud (GCP),Oracle Cloud,IBM,Servidores On Premise/Não utilizamos Cloud,Cloud Própria,Microsoft PowerBI,Qlik View/Qlik Sense,Tableau,Metabase,Superset,Redash,Looker,Looker Studio(Google Data Studio),Amazon Quicksight,Mode,Alteryx,MicroStrategy,IBM Analytics/Cognos,SAP Business Objects/SAP Analytics,Oracle Business Intelligence,Salesforce/Einstein Analytics,Birst,SAS Visual Analytics,Grafana,TIBCO Spotfire,Pentaho,Fazemos todas as análises utilizando apenas Excel ou planilhas do google,Não utilizo nenhuma ferramenta de BI no trabalho,Ano,Nome_Estado,IDHM,IDHM_L,IDHM_E,IDHM_R,IDHMAD,IDHMAD_L,IDHMAD_E,IDHMAD_R,RDPC,GINI,THEIL,PIB_2021_OR,Partic_Pib_Brasil
31,30-34,Masculino,Branca,Não,Goiás (GO),GO,Centro-oeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,4001.0,6000.0,5000.5,de 3 a 4 anos,Modelo 100% remoto,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,Goiás,0.737,0.721,0.778,0.714,0.591,0.634,0.658,0.496,679.62,0.467,0.367,269628.0,0.03
35,35-39,Masculino,Parda,Não,Paraná (PR),PR,Sul,0.0,São Paulo (SP),Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empreendedor ou Empregado (CNPJ),Outra Opção,de 51 a 100,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,6001.0,8000.0,7000.5,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,Paraná,0.769,0.785,0.78,0.744,0.628,0.718,0.676,0.51,817.79,0.475,0.382,549973.0,0.061
23,22-24,Masculino,Parda,Não,Bahia (BA),BA,Nordeste,1.0,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Varejo,de 1.001 a 3.000,,,de R$ 2.001/mês a R$ 3.000/mês,2001.0,3000.0,2500.5,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial,"Analista de Business Intelligence/BI, Analista de Dados/Data Analyst, Engenharia de Dados/Data Engineer",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,Bahia,0.691,0.772,0.659,0.648,0.507,0.68,0.502,0.382,451.59,0.546,0.536,352618.0,0.039
46,45-49,Masculino,Branca,Não,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,Outra Opção,Sênior,de R$ 4.001/mês a R$ 6.000/mês,4001.0,6000.0,5000.5,de 1 a 2 anos,Modelo 100% remoto,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,Rio de Janeiro,0.762,0.769,0.758,0.759,0.592,0.696,0.681,0.438,901.42,0.565,0.549,949301.0,0.105
37,35-39,Masculino,Branca,Não,Amapá (AP),AP,Norte,0.0,Pará (PA),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Tecnologia/Fábrica de Software,de 101 a 500,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de R$ 6.001/mês a R$ 8.000/mês,6001.0,8000.0,7000.5,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,Amapá,0.688,0.778,0.647,0.648,0.523,0.659,0.558,0.388,451.27,0.529,0.467,20100.0,0.002
46,45-49,Feminino,Branca,Não,São Paulo (SP),SP,Sudeste,0.0,Mato Grosso do Sul (MS),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
27,25-29,Masculino,Branca,Não,Paraná (PR),PR,Sul,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Área de Consultoria,de 6 a 10,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,Paraná,0.769,0.785,0.78,0.744,0.628,0.718,0.676,0.51,817.79,0.475,0.382,549973.0,0.061
24,22-24,Feminino,Branca,Não,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,de 101 a 500,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês,4001.0,6000.0,5000.5,de 3 a 4 anos,Modelo 100% remoto,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
20,17-21,Masculino,Branca,Não,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,de 501 a 1.000,Analista de BI/BI Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,4001.0,6000.0,5000.5,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
30,30-34,Masculino,Parda,Não,Paraná (PR),PR,Sul,0.0,São Paulo (SP),Pós-graduação,Outras Engenharias,Empregado (CLT),Outra Opção,de 1.001 a 3.000,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,6001.0,8000.0,7000.5,de 3 a 4 anos,Modelo 100% remoto,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,Paraná,0.769,0.785,0.78,0.744,0.628,0.718,0.676,0.51,817.79,0.475,0.382,549973.0,0.061
30,30-34,Masculino,Branca,Não,Rio Grande do Sul (RS),RS,Sul,1.0,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,de 101 a 500,,,de R$ 12.001/mês a R$ 16.000/mês,12001.0,16000.0,14000.5,de 7 a 10 anos,Modelo 100% remoto,"Database Administrator/DBA, Analista de Business Intelligence/BI, Engenharia de Dados/Data Engineer, Business Analyst",0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,Rio Grande do Sul,0.771,0.797,0.75,0.767,0.642,0.731,0.674,0.536,944.53,0.468,0.38,581284.0,0.065
35,35-39,Masculino,Parda,Não,Espírito Santo (ES),ES,Sudeste,0.0,Distrito Federal (DF),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Varejo,Acima de 3.000,,,de R$ 20.001/mês a R$ 25.000/mês,20001.0,25000.0,22500.5,de 7 a 10 anos,Modelo 100% remoto,"Cientista de Dados/Data Scientist, Analista de Dados/Data Analyst, Analytics Engineer, Engenharia de Dados/Data Engineer, Machine Learning Engineer/AI Engineer, Arquiteto de Dados/Data Architect",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,Espírito Santo,0.771,0.864,0.742,0.715,0.611,0.798,0.634,0.45,684.63,0.508,0.452,186337.0,0.021
42,40-44,Masculino,Parda,Não,Rio Grande do Sul (RS),RS,Sul,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Imobiliário/ Construção Civil,Acima de 3.000,Analista de Suporte/Analista Técnico,Sênior,de R$ 6.001/mês a R$ 8.000/mês,6001.0,8000.0,7000.5,Mais de 10 anos,Modelo 100% presencial,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,Rio Grande do Sul,0.771,0.797,0.75,0.767,0.642,0.731,0.674,0.536,944.53,0.468,0.38,581284.0,0.065
25,25-29,Masculino,Parda,Não,Distrito Federal (DF),DF,Centro-oeste,1.0,,Pós-graduação,Química / Física,Empregado (CLT),Tecnologia/Fábrica de Software,de 51 a 100,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,4001.0,6000.0,5000.5,de 1 a 2 anos,Modelo 100% presencial,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,Distrito Federal,0.814,0.803,0.817,0.821,0.637,0.729,0.745,0.475,1326.87,0.566,0.589,286944.0,0.032
31,30-34,Masculino,Branca,Não,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Mestrado,Química / Física,Empregado (CLT),Varejo,de 101 a 500,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,de 3 a 4 anos,Modelo 100% remoto,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,Rio de Janeiro,0.762,0.769,0.758,0.759,0.592,0.696,0.681,0.438,901.42,0.565,0.549,949301.0,0.105
30,30-34,Feminino,Branca,Não,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Outras Engenharias,Empregado (CLT),Setor Alimentício,Acima de 3.000,Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,6001.0,8000.0,7000.5,de 4 a 6 anos,Modelo 100% presencial,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
30,30-34,Feminino,Branca,Não,São Paulo (SP),SP,Sudeste,0.0,Minas Gerais (MG),Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,Júnior,de R$ 6.001/mês a R$ 8.000/mês,6001.0,8000.0,7000.5,de 1 a 2 anos,Modelo 100% remoto,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
32,30-34,Masculino,Parda,Não,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Pós-graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,de 101 a 500,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,4001.0,6000.0,5000.5,Menos de 1 ano,Modelo 100% remoto,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,Rio de Janeiro,0.762,0.769,0.758,0.759,0.592,0.696,0.681,0.438,901.42,0.565,0.549,949301.0,0.105
34,30-34,Masculino,Amarela,Não,Espírito Santo (ES),ES,Sudeste,1.0,,Mestrado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Setor Imobiliário/ Construção Civil,de 1.001 a 3.000,,,de R$ 16.001/mês a R$ 20.000/mês,16001.0,20000.0,18000.5,Não tenho experiência na área de dados,Modelo 100% presencial,Gerente de TI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,Espírito Santo,0.771,0.864,0.742,0.715,0.611,0.798,0.634,0.45,684.63,0.508,0.452,186337.0,0.021
45,45-49,Masculino,Preta,Não,Minas Gerais (MG),MG,Sudeste,1.0,,Pós-graduação,Outras Engenharias,Empregado (CLT),Área de Consultoria,de 1.001 a 3.000,,,de R$ 30.001/mês a R$ 40.000/mês,30001.0,40000.0,35000.5,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Machine Learning Engineer/AI Engineer, Arquiteto de Dados/Data Architect, Analytics Engineer, Database Administrator/DBA, Engenharia de Dados/Data Engineer, Cientista de Dados/Data Scientist, Analista de Business Intelligence/BI, Business Analyst, Data Product Manager/DPM, Analista de Dados/Data Analyst",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,Minas Gerais,0.774,0.846,0.762,0.718,0.625,0.777,0.656,0.478,699.24,0.487,0.423,857593.0,0.095
37,35-39,Masculino,Branca,Não,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,de 501 a 1.000,Analista de Suporte/Analista Técnico,Pleno,de R$ 4.001/mês a R$ 6.000/mês,4001.0,6000.0,5000.5,de 7 a 10 anos,Modelo 100% presencial,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
20,17-21,Masculino,Branca,Não,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 51 a 100,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,de R$ 2.001/mês a R$ 3.000/mês,2001.0,3000.0,2500.5,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
31,30-34,Masculino,Branca,Não,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Setor Alimentício,de 101 a 500,,,de R$ 12.001/mês a R$ 16.000/mês,12001.0,16000.0,14000.5,de 5 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Business Analyst, Analista de Business Intelligence/BI, Analista de Dados/Data Analyst",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
30,30-34,Masculino,Branca,Não,São Paulo (SP),SP,Sudeste,1.0,,Mestrado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Pleno,de R$ 16.001/mês a R$ 20.000/mês,16001.0,20000.0,18000.5,de 7 a 10 anos,Modelo híbrido com dias fixos de trabalho presencial,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
33,30-34,Masculino,Branca,Não,Minas Gerais (MG),MG,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Telecomunicação,Acima de 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,12001.0,16000.0,14000.5,de 4 a 6 anos,Modelo 100% remoto,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,Minas Gerais,0.774,0.846,0.762,0.718,0.625,0.777,0.656,0.478,699.24,0.487,0.423,857593.0,0.095
20,17-21,Feminino,Preta,Não,Goiás (GO),GO,Centro-oeste,0.0,Maranhão (MA),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,Goiás,0.737,0.721,0.778,0.714,0.591,0.634,0.658,0.496,679.62,0.467,0.367,269628.0,0.03
25,25-29,Feminino,Parda,Não,Alagoas (AL),AL,Nordeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Área de Consultoria,de 11 a 50,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,Menos de R$ 1.000/mês,1000.0,,,de 1 a 2 anos,Modelo 100% presencial,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,Alagoas,0.684,0.748,0.679,0.63,0.505,0.657,0.517,0.38,404.28,0.526,0.492,76266.0,0.008
30,30-34,Feminino,Branca,Não,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Varejo,Acima de 3.000,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,12001.0,16000.0,14000.5,de 7 a 10 anos,Modelo 100% remoto,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,971.82,0.533,0.495,2719751.0,0.302
33,30-34,Feminino,Branca,Não,Sergipe (SE),SE,Nordeste,1.0,,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,Sergipe,0.702,0.764,0.684,0.662,0.522,0.68,0.551,0.38,492.78,0.568,0.591,51861.0,0.006
33,30-34,Feminino,Branca,Não,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,de 501 a 1.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,de 4 a 6 anos,Modelo 100% remoto,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,Rio de Janeiro,0.762,0.769,0.758,0.759,0.592,0.696,0.681,0.438,901.42,0.565,0.549,949301.0,0.105
43,40-44,Masculino,Branca,Não,Minas Gerais (MG),MG,Sudeste,1.0,,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 51 a 100,,,de R$ 30.001/mês a R$ 40.000/mês,30001.0,40000.0,35000.5,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Analista de Dados/Data Analyst, Cientista de Dados/Data Scientist",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,Minas Gerais,0.774,0.846,0.762,0.718,0.625,0.777,0.656,0.478,699.24,0.487,0.423,857593.0,0.095
